n=;184;Dir=;DO;T0=;14.83;P0=;80.52;T1=;66.83;P1=;23.23;a=; 2.6;839794034
n=;185;Dir=;UP;T0=;14.81;P0=;80.42;T1=;66.83;P1=;22.86;a=; 3.1;844351468
n=;186;Dir=;DO;T0=;14.82;P0=;80.82;T1=;66.82;P1=;23.08;a=; 5.3;848908685
n=;187;Dir=;UP;T0=;14.81;P0=;80.55;T1=;66.82;P1=;23.31;a=; 3.1;853466655
n=;188;Dir=;DO;T0=;14.82;P0=;80.09;T1=;66.82;P1=;23.74;a=; 2.6;858024494
n=;189;Dir=;UP;T0=;14.80;P0=;80.55;T1=;66.82;P1=;22.98;a=; 2.6;862582122
n=;190;Dir=;DO;T0=;14.82;P0=;80.60;T1=;66.82;P1=;22.03;a=; 3.1;867139315
n=;191;Dir=;UP;T0=;14.81;P0=;80.68;T1=;66.82;P1=;23.29;a=; 3.1;871696805
n=;192;Dir=;DO;T0=;14.82;P0=;80.39;T1=;66.82;P1=;23.38;a=; 3.1;876255156
n=;193;Dir=;UP;T0=;14.81;P0=;80.39;T1=;66.82;P1=;23.33;a=; 3.1;880811602
n=;194;Dir=;DO;T0=;14.82;P0=;80.48;T1=;66.82;P1=;24.13;a=; 3.1;885368325
n=;195;Dir=;UP;T0=;14.81;P0=;80.21;T1=;66.82;P1=;22.67;a=; 3.1;889923958
n=;196;Dir=;DO;T0=;14.82;P0=;80.55;T1=;66.82;P1=;23.61;a=; 3.1;894477588
n=;197;Dir=;UP;T0=;14.81;P0=;80.71;T1=;66.82;P1=;23.43;a=; 2.6;899035792
n=;198;Dir=;DO;T0=;14.82;P0=;80.03;T1=;66.82;P1=;22.64;a=; 2.6;903593758
n=;199;Dir=;UP;T0=;14.80;P0=;80.39;T1=;66.82;P1=;22.67;a=; 3.1;908151459
n=;200;Dir=;DO;T0=;14.82;P0=;80.12;T1=;66.82;P1=;22.86;a=; 5.3;912709323
n=;201;Dir=;UP;T0=;14.80;P0=;80.10;T1=;66.82;P1=;23.83;a=; 2.6;917267702
n=;202;Dir=;DO;T0=;14.82;P0=;80.11;T1=;66.82;P1=;23.26;a=; 3.1;921826030
n=;203;Dir=;UP;T0=;14.80;P0=;80.44;T1=;66.82;P1=;23.51;a=; 3.1;926382087
n=;204;Dir=;DO;T0=;14.82;P0=;80.42;T1=;66.82;P1=;22.82;a=; 3.1;930940109
n=;205;Dir=;UP;T0=;14.81;P0=;80.89;T1=;66.82;P1=;23.18;a=; 3.1;935497956
n=;206;Dir=;DO;T0=;14.82;P0=;80.30;T1=;66.82;P1=;23.43;a=; 2.6;940054884
n=;207;Dir=;UP;T0=;14.81;P0=;80.87;T1=;66.82;P1=;23.51;a=; 3.1;944611394
n=;208;Dir=;DO;T0=;14.83;P0=;79.94;T1=;66.82;P1=;22.84;a=; 3.1;949168855
n=;209;Dir=;UP;T0=;14.81;P0=;80.27;T1=;66.81;P1=;22.46;a=; 2.6;953723130
n=;210;Dir=;DO;T0=;14.82;P0=;80.36;T1=;66.81;P1=;22.58;a=; 3.1;958281120
n=;211;Dir=;UP;T0=;14.80;P0=;81.23;T1=;66.82;P1=;23.34;a=; 3.1;962838403
n=;212;Dir=;DO;T0=;14.82;P0=;80.04;T1=;66.82;P1=;22.22;a=; 3.1;967396551
n=;213;Dir=;UP;T0=;14.81;P0=;80.11;T1=;66.82;P1=;22.72;a=; 2.6;971954907
n=;214;Dir=;DO;T0=;14.82;P0=;80.39;T1=;66.82;P1=;23.58;a=; 4.7;976508349
n=;215;Dir=;UP;T0=;14.81;P0=;80.38;T1=;66.82;P1=;22.78;a=; 3.1;981065462
n=;216;Dir=;DO;T0=;14.83;P0=;80.99;T1=;66.83;P1=;23.48;a=; 3.1;985621629
n=;217;Dir=;UP;T0=;14.81;P0=;80.35;T1=;66.83;P1=;22.33;a=; 2.6;990175029
n=;218;Dir=;DO;T0=;14.83;P0=;80.54;T1=;66.83;P1=;22.65;a=; 3.1;994731376
n=;219;Dir=;UP;T0=;14.82;P0=;80.01;T1=;66.82;P1=;23.44;a=; 3.1;999287981
n=;220;Dir=;DO;T0=;14.83;P0=;80.35;T1=;66.82;P1=;23.51;a=; 3.1;1003844777
n=;221;Dir=;UP;T0=;14.82;P0=;81.04;T1=;66.82;P1=;23.41;a=; 2.6;1008401074
n=;222;Dir=;DO;T0=;14.82;P0=;80.63;T1=;66.82;P1=;23.00;a=; 3.1;1012957368
